x1,x2,przystosowanie,selekcja bez skalowania,przystosowanie sigma-odcięcie c = 1,selekcja sigma-odcięcie c = 1,przystosowanie sigma-odcięcie c = 2,selekcja sigma-odcięcie c = 2,przystosowanie sigma-odcięcie c = 3,selekcja sigma-odcięcie c = 3,przystosowanie boltzmann t = 100,selekcja boltzmann t = 100,przystosowanie boltzmann t = 500,selekcja boltzmann t = 500,przystosowanie boltzmann t = 1000,selekcja boltzmann t = 1000
-0.05213693955141108,0.6381972765860984,3868.5096498675075,3868.5096498675075,1029.9667739468932,3868.5096498675075,1652.2900021567789,3868.5096498675075,2274.6132303666645,3868.5096498675075,63200998732942850,3868.5096498675075,2291.6315262177322,3868.5096498675075,47.8709883563911,3868.5096498675075
-1.0475352061249623,1.6228713303356055,3878.188231438944,3878.188231438944,1039.6453555183298,3878.188231438944,1661.9685837282154,3878.188231438944,2284.291811938101,3878.188231438944,69623762164233496,3868.5096498675075,2336.4231321374077,3878.188231438944,48.336561029281015,3878.188231438944
-1.1787075543524952,-0.840255568959823,3408.1384657822555,3903.7427876440106,569.5955898616412,3903.7427876440106,1191.9188180715269,3903.7427876440106,1814.2420462814123,3903.7427876440106,632932348417015.4,3878.188231438944,912.5810756750021,3903.7427876440106,30.20895687830022,3903.7427876440106
-0.6200707319852627,0.19389434501113811,3903.7427876440106,3840.091273111728,1065.1999117233963,3840.091273111728,1687.523139933282,3840.091273111728,2309.8463681431676,3840.091273111728,89895823347685200,3878.188231438944,2458.9398365596376,3840.091273111728,49.5876984398312,3840.091273111728
0.31772425648143043,0.934274729979784,3840.091273111728,3770.5085814333074,1001.5483971911135,3770.5085814333074,1623.8716254009992,3770.5085814333074,2246.194853610885,3770.5085814333074,47566861709041920,3903.7427876440106,2165.014951080187,3770.5085814333074,46.529721158418596,3770.5085814333074
-1.4399706730870776,-0.7244893515372841,3121.1634061710824,3796.719345025949,282.62053025046816,3796.719345025949,904.9437584603538,3796.719345025949,1527.2669866702392,3796.719345025949,35895536122887.44,3903.7427876440106,514.053225855556,3796.719345025949,22.672741913045186,3796.719345025949
0.23499852388771902,-1.1233604014103902,3770.5085814333074,3764.1060638839754,931.9657055126931,3764.1060638839754,1554.2889337225788,3764.1060638839754,2176.612161932464,3764.1060638839754,23719782851340708,3840.091273111728,1883.7451266054854,3764.1060638839754,43.40213274259095,3764.1060638839754
-0.17483361346134907,1.088396745435345,3796.719345025949,3766.0478215781022,958.176469105335,3766.0478215781022,1580.4996973152206,3766.0478215781022,2202.8229255251063,3766.0478215781022,30827805396800644,3796.719345025949,1985.1280305359996,3766.0478215781022,44.5547756198592,3766.0478215781022
-0.45086190266448734,1.402396698850429,3764.1060638839754,3905.760351986681,925.5631879633611,3905.760351986681,1547.8864161732467,3905.760351986681,2170.2096443831324,3905.760351986681,22248714772919960,3905.760351986681,1859.7774848839108,3905.760351986681,43.125137505681195,3905.760351986681
1.449333219300128,-0.742156073223504,3101.690777311823,3472.0581417961707,263.1479013912085,3900.746271427452,885.4711296010942,3900.746271427452,1507.7943578109796,3900.746271427452,29544176662995.117,3905.760351986681,494.4181193406147,3900.746271427452,22.23551482067853,3900.746271427452
-1.2351588253535883,0.3468202953178987,3766.0478215781022,3900.746271427452,927.504945657488,3891.2432452431294,1549.8281738673736,3891.2432452431294,2172.1514020772593,3891.2432452431294,22684952537458370,3900.746271427452,1867.0140018327422,3891.2432452431294,43.208957425894255,3891.2432452431294
-1.0454904293409135,1.069466998711854,3905.760351986681,3891.2432452431294,1067.2174760660669,3905.931405883316,1689.5407042759525,3905.931405883316,2311.8639324858377,3905.931405883316,91727949438631970,3900.746271427452,2468.8820207358467,3905.931405883316,49.68784580494356,3905.931405883316
0.9085308927846891,-1.267257669770278,3472.0581417961707,3905.931405883316,633.5152658755565,3671.956504841025,1255.838494085442,3671.956504841025,1878.1617222953275,3671.956504841025,1199380319565190,3891.2432452431294,1037.0301515895708,3671.956504841025,32.20295252907054,3671.956504841025
1.7692282229698275,-0.3311930139902943,2711.305931458862,3671.956504841025,0,3785.1629289267516,495.08628374813316,3785.1629289267516,1117.4095119580186,3785.1629289267516,595733534688.4819,3891.2432452431294,226.46985893144625,3785.1629289267516,15.048915540046275,3785.1629289267516
0.21368556313185394,0.3395226806271441,3900.746271427452,3785.1629289267516,1062.2033955068378,3776.4680829691506,1684.5266237167234,3776.4680829691506,2306.8498519266086,3776.4680829691506,87242039523212340,3905.931405883316,2444.2474004660367,3776.4680829691506,49.439330501798224,3776.4680829691506
-1.196449132245246,1.0582296793717085,3891.2432452431294,3776.4680829691506,1052.7003693225151,3714.7357832921903,1675.0235975324008,3714.7357832921903,2297.3468257422865,3714.7357832921903,79333148686583100,3905.931405883316,2398.2305905333487,3714.7357832921903,48.971732566178915,3714.7357832921903
0.8273248380289195,0.8854334845564189,3905.931405883316,3714.7357832921903,1067.3885299627018,3908.211353609752,1689.7117581725875,3908.211353609752,2312.034986382473,3908.211353609752,91884987942399600,3908.211353609752,2469.7267890084704,3908.211353609752,49.696345831544505,3908.211353609752
-1.8826308313145055,2.0286012035219336,3671.956504841025,3908.211353609752,833.4136289204107,3905.1515443068247,1455.7368571302964,3905.1515443068247,2078.060085340182,3905.1515443068247,8853285680921190,3908.211353609752,1546.7527459027813,3905.1515443068247,39.328777579563564,3905.1515443068247
-0.38244013115036624,-2.0318625033864555,3433.666897571722,3905.1515443068247,595.1240216511078,3836.12542475628,1217.4472498609935,3836.12542475628,1839.7704780708789,3836.12542475628,817007160978108.4,3908.211353609752,960.3845672608066,3836.12542475628,30.99007207576011,3836.12542475628
-0.06217378801262563,-1.1083792578663243,3785.1629289267516,3836.12542475628,946.6200530061374,3890.4408212608632,1568.943281216023,3890.4408212608632,2191.266509425908,3890.4408212608632,27463363891731020,3905.1515443068247,1939.7722686119253,3890.4408212608632,44.04284582780642,3890.4408212608632
0.8599941160311602,1.8950651730840384,3776.4680829691506,3890.4408212608632,937.9252070485363,3622.8137715372113,1560.248435258422,3622.8137715372113,2182.5716634683076,3622.8137715372113,25176334214089536,3905.1515443068247,1906.3318286480508,3846.467314490565,43.66156008032753,3622.8137715372113
-0.5980761235950931,-1.030506554659878,3714.7357832921903,3622.8137715372113,876.192907371576,3846.467314490565,1498.5161355814616,3846.467314490565,2120.839363791347,3846.467314490565,13579773431549550,3836.12542475628,1684.9169716451706,3862.8035353343735,41.04774015271938,3846.467314490565
0.5445277233230317,0.4222558746021896,3908.211353609752,3846.467314490565,1069.668477689138,3862.8035353343735,1691.9917058990236,3862.8035353343735,2314.3149341089093,3862.8035353343735,94003981822514660,3890.4408212608632,2481.0142001128697,3660.506081148022,49.809780165273466,3862.8035353343735
-0.21975034678322847,-0.13503094547929773,3905.1515443068247,3862.8035353343735,1066.6086683862104,3660.506081148022,1688.931896596096,3660.506081148022,2311.2551248059817,3660.506081148022,91171199126849400,3890.4408212608632,2465.8777014898897,3765.0236367567322,49.657604669273866,3660.506081148022
1.844687970217222,1.1994645046269308,3423.785290718202,3660.506081148022,585.2424147975876,3765.0236367567322,1207.5656430074732,3765.0236367567322,1829.8888712173587,3765.0236367567322,740134399944372.6,3846.467314490565,941.5906080485415,3744.310430025486,30.68534842638326,3765.0236367567322
